16,0,0,6.84e-07,1.521e-05
32,0,0,8.07e-07,1.0205e-05
64,0,0,1.219e-06,9.082e-06
128,0,0,2.366e-06,9.939e-06
256,0,0,4.676e-06,1.2206e-05
512,0,0,9.296e-06,1.6626e-05
1024,0,0,1.7993e-05,2.5224e-05
2048,0,0,3.6987e-05,4.4514e-05
4096,0,0,7.3974e-05,8.1486e-05
8192,0,0,0.000147856,0.000155419
16384,0,0,0.000309124,0.000317146
32768,0,0,0.000541919,0.000548777
65536,0,0,0.001181571,0.001188973
131072,0,0,0.002250669,0.002257943
262144,0,0,0.004427372,0.004434177
524288,0,0,0.008665157,0.008672111
1048576,0,0,0.017586053,0.017593479
2097152,0,0,0.034941748,0.034949165
4194304,0,0,0.068848693,0.068857969
8388608,0,0,0.137343942,0.137351666
16777216,0,0,0.272431755,0.272439607
33554432,0,0,0.54197056,0.54197829
67108864,0,0,1.084867591,1.084874646
134217728,0,0,2.169412559,2.169419494
16,0,1,3.41e-07,7.142e-06
32,0,1,6.37e-07,8.004e-06
64,0,1,1.213e-06,8.752e-06
128,0,1,2.364e-06,9.94e-06
256,0,1,4.412e-06,1.151e-05
512,0,1,9.291e-06,1.6873e-05
1024,0,1,1.8512e-05,2.6362e-05
2048,0,1,3.4879e-05,4.177e-05
4096,0,1,7.3968e-05,8.1523e-05
8192,0,1,0.000147836,0.000155293
16384,0,1,0.000295632,0.000303059
32768,0,1,0.000591203,0.000598721
65536,0,1,0.001106214,0.001113172
131072,0,1,0.002311364,0.002319662
262144,0,1,0.004431316,0.00443874
524288,0,1,0.008755455,0.008762589
1048576,0,1,0.017681141,0.017688593
2097152,0,1,0.034999446,0.035007011
4194304,0,1,0.068582423,0.068590061
8388608,0,1,0.136940663,0.136947428
16777216,0,1,0.273043933,0.273051527
33554432,0,1,0.542811193,0.54281883
67108864,0,1,1.085208553,1.085215438
134217728,0,1,2.168286109,2.168293583
16,0,2,3.41e-07,8.029e-06
32,0,2,6.34e-07,8.18e-06
64,0,2,1.129e-06,8.127e-06
128,0,2,2.389e-06,9.85e-06
256,0,2,4.695e-06,1.2052e-05
512,0,2,9.307e-06,1.6732e-05
1024,0,2,1.8544e-05,2.6472e-05
2048,0,2,3.7013e-05,4.4453e-05
4096,0,2,7.3988e-05,8.1537e-05
8192,0,2,0.000147853,0.000155427
16384,0,2,0.000286921,0.000294274
32768,0,2,0.000591173,0.000598588
65536,0,2,0.00118614,0.001193585
131072,0,2,0.002289212,0.002297031
262144,0,2,0.00446944,0.004476468
524288,0,2,0.008842511,0.008849812
1048576,0,2,0.017621836,0.017629564
2097152,0,2,0.035381298,0.035388403
4194304,0,2,0.068655647,0.06866334
8388608,0,2,0.137016802,0.137023592
16777216,0,2,0.272162231,0.272169145
33554432,0,2,0.543839592,0.543847164
67108864,0,2,1.085828205,1.085835864
134217728,0,2,2.169121362,2.16912814
16,0,3,3.48e-07,7.939e-06
32,0,3,6.57e-07,8.142e-06
64,0,3,1.151e-06,8.117e-06
128,0,3,2.387e-06,9.912e-06
256,0,3,4.675e-06,1.2104e-05
512,0,3,9.285e-06,1.6946e-05
1024,0,3,2.6389e-05,4.6884e-05
2048,0,3,3.7025e-05,4.4545e-05
4096,0,3,7.3964e-05,8.1581e-05
8192,0,3,0.000147846,0.000155418
16384,0,3,0.000299067,0.000306594
32768,0,3,0.00059494,0.000602497
65536,0,3,0.001182767,0.001190155
131072,0,3,0.002287405,0.002295324
262144,0,3,0.004477562,0.004484686
524288,0,3,0.008858032,0.008865056
1048576,0,3,0.017663209,0.017670792
2097152,0,3,0.035006601,0.035014224
4194304,0,3,0.068332361,0.068339137
8388608,0,3,0.137420872,0.137428476
16777216,0,3,0.272483736,0.272491252
33554432,0,3,0.544081318,0.54408896
67108864,0,3,1.085197324,1.08520436
134217728,0,3,2.16719216,2.167199798
16,0,4,3.73e-07,8.168e-06
32,0,4,6.35e-07,8.054e-06
64,0,4,1.233e-06,8.881e-06
128,0,4,2.39e-06,9.856e-06
256,0,4,4.412e-06,1.1553e-05
512,0,4,9.308e-06,1.687e-05
1024,0,4,1.7473e-05,2.5e-05
2048,0,4,3.3922e-05,4.0843e-05
4096,0,4,7.3952e-05,8.1461e-05
8192,0,4,0.000147847,0.000155334
16384,0,4,0.000295639,0.000303143
32768,0,4,0.000591138,0.000598591
65536,0,4,0.001178099,0.001185272
131072,0,4,0.002247392,0.002254822
262144,0,4,0.004521915,0.004529164
524288,0,4,0.008796696,0.008804324
1048576,0,4,0.017507658,0.017514423
2097152,0,4,0.034879133,0.034887032
4194304,0,4,0.068593674,0.068600481
8388608,0,4,0.136791918,0.136799743
16777216,0,4,0.272358056,0.272366085
33554432,0,4,0.543445145,0.543452552
67108864,0,4,1.084500213,1.08450806
134217728,0,4,2.168189249,2.168196606
