4,0,0,2.361e-06,3.3378e-05
8,0,0,7.163e-06,3.1512e-05
16,0,0,5.3129e-05,8.3376e-05
32,0,0,0.00037476,0.000413221
64,0,0,0.002822658,0.002909523
128,0,0,0.020496631,0.020771779
256,0,0,0.114440801,0.115321968
512,0,0,0.73383754,0.735510679
1024,0,0,12.919481497,12.926171803
4,0,1,4.76e-07,8.129e-06
8,0,1,2.404e-06,1.0534e-05
16,0,1,1.8124e-05,2.8383e-05
32,0,1,0.000137734,0.000152308
64,0,1,0.001246944,0.001284458
128,0,1,0.009035717,0.009146325
256,0,1,0.08873184,0.089160239
512,0,1,0.710481995,0.712226058
1024,0,1,13.009300686,13.015994839
4,0,2,4.76e-07,8.326e-06
8,0,2,2.416e-06,1.0358e-05
16,0,2,1.7867e-05,2.7961e-05
32,0,2,0.000151178,0.000166698
64,0,2,0.001175338,0.00121052
128,0,2,0.009087819,0.009201163
256,0,2,0.088033031,0.088496021
512,0,2,0.710769937,0.712463754
1024,0,2,13.056213651,13.06285004
4,0,3,4.75e-07,8.264e-06
8,0,3,2.533e-06,1.1109e-05
16,0,3,1.8905e-05,2.9582e-05
32,0,3,0.00014847,0.000163833
64,0,3,0.001261355,0.001298719
128,0,3,0.009179456,0.009290498
256,0,3,0.088806859,0.089270598
512,0,3,0.710896919,0.7126379
1024,0,3,13.401495173,13.408169469
4,0,4,5.47e-07,9.167e-06
8,0,4,2.614e-06,1.0925e-05
16,0,4,1.9425e-05,3.0162e-05
32,0,4,0.000158614,0.000175081
64,0,4,0.001177462,0.001212543
128,0,4,0.009160592,0.009285776
256,0,4,0.088063223,0.088516807
512,0,4,0.708706073,0.710486118
1024,0,4,12.926419359,12.933030143
