4,0,0,1.357e-06,9.0849e-05
8,0,0,6.609e-06,9.8837e-05
16,0,0,4.9249e-05,0.000145166
32,0,0,0.000370762,0.000475557
64,0,0,0.003004639,0.003154171
128,0,0,0.022141421,0.022476599
256,0,0,0.163613068,0.164664623
512,0,0,1.049990628,1.053486349
1024,0,0,14.480577096,14.491432008
4,0,1,1.339e-06,8.6802e-05
8,0,1,2.676e-06,4.0253e-05
16,0,1,5.993e-05,0.00015608
32,0,1,0.000157676,0.000203602
64,0,1,0.00305149,0.003196765
128,0,1,0.010209117,0.010370046
256,0,1,0.161936583,0.162927199
512,0,1,0.887884111,0.889784547
1024,0,1,14.50810307,14.521257201
4,0,2,1.289e-06,9.3439e-05
8,0,2,2.705e-06,3.9872e-05
16,0,2,4.5318e-05,0.000131725
32,0,2,0.000158824,0.000203279
64,0,2,0.002941349,0.003092831
128,0,2,0.010622042,0.010787873
256,0,2,0.161349066,0.162370263
512,0,2,1.180231324,1.182114591
1024,0,2,14.562666039,14.573882093
4,0,3,1.317e-06,8.7827e-05
8,0,3,2.679e-06,3.9932e-05
16,0,3,4.8409e-05,0.000141946
32,0,3,0.000159019,0.000205155
64,0,3,0.002944663,0.003091844
128,0,3,0.010242144,0.010402331
256,0,3,0.152954806,0.153907271
512,0,3,0.881040285,0.882896075
1024,0,3,14.430514349,14.440117211
4,0,4,1.223e-06,8.9022e-05
8,0,4,2.68e-06,4.0052e-05
16,0,4,5.1088e-05,0.00015352
32,0,4,0.000175408,0.000228035
64,0,4,0.002954721,0.003101167
128,0,4,0.010508178,0.010660225
256,0,4,0.160597128,0.161552746
512,0,4,0.900542209,0.902412392
1024,0,4,14.615974022,14.62885859
