4,0,0,1.624e-06,2.9376e-05
8,0,0,6.332e-06,2.8965e-05
16,0,0,4.0069e-05,6.4549e-05
32,0,0,0.000336717,0.000372488
64,0,0,0.002492759,0.002575189
128,0,0,0.017618233,0.017855631
256,0,0,0.09056679,0.091337465
512,0,0,0.524203995,0.525951545
1024,0,0,4.188872353,4.195545021
4,0,1,4.75e-07,8.789e-06
8,0,1,2.257e-06,1.0284e-05
16,0,1,1.8065e-05,2.9017e-05
32,0,1,0.000146326,0.000162849
64,0,1,0.001192478,0.001228976
128,0,1,0.008592286,0.008709953
256,0,1,0.066544537,0.066966926
512,0,1,0.521763889,0.523513737
1024,0,1,4.188620878,4.195268053
4,0,2,4.64e-07,8.482e-06
8,0,2,2.243e-06,1.0416e-05
16,0,2,1.6464e-05,2.6364e-05
32,0,2,0.000132232,0.000147382
64,0,2,0.001176532,0.001214007
128,0,2,0.008592958,0.008717977
256,0,2,0.066415769,0.066875355
512,0,2,0.520810634,0.522449205
1024,0,2,4.192344771,4.199119177
4,0,3,4.34e-07,8.557e-06
8,0,3,2.283e-06,1.0243e-05
16,0,3,1.6227e-05,2.5882e-05
32,0,3,0.000133151,0.000148219
64,0,3,0.001120736,0.001153653
128,0,3,0.008604007,0.008714133
256,0,3,0.066498057,0.066933866
512,0,3,0.521501887,0.523223753
1024,0,3,4.198209155,4.204983494
4,0,4,4.38e-07,8.005e-06
8,0,4,2.469e-06,1.1179e-05
16,0,4,1.7041e-05,2.7506e-05
32,0,4,0.000136517,0.000152271
64,0,4,0.001137695,0.001170129
128,0,4,0.008478797,0.008588079
256,0,4,0.066437063,0.066890358
512,0,4,0.521971777,0.523607848
1024,0,4,4.197650407,4.204384504
