"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Early-demographic dividend","EAR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","20277948842.8437","22585371439.636","22881274345.649","23983923301.5285","25315272881.7304","26631685939.2264","28400710965.9201","30616805182.9593","33933624896.5447","38500328415.051","47231282811.9042","76952159041.5116","135060315268.573","137354229254.23","156054729563.314","174249423781.418","172998024909.582","239868365455.068","318819367547.89","339497648671.287","298929580625.027","274605055141.393","263858851101.476","248426235959.578","211917389165.262","247172559463.523","274941350287.906","305022225379","370171483062.936","384381726265.793","415707149310.953","430165877441.566","478711357050.281","559301869957.387","636944537131.421","681495306487.471","639907544328.774","692382333054.39","850632422121.416","807569993409.431","845092605113.056","961135498573.689","1200526446584.59","1479962798120.35","1741031482136.62","2012219978430.9","2376620053588.58","1895284898187.76","2431696893839.15","2824762500156.09","2906734037096.51","2897768607053.8","2819904936595.62","2394031340682.41","2376162174497.55","2675763533823.71","2958266207053.13","2907447111119.3","2462892556930.41","3285002462899.48",
"East Asia & Pacific","EAS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","21243747487.0131","19562164112.555","20734783451.2562","22813991034.1715","25716736717.7502","27222721874.5545","29533235963.881","31279031142.5877","34695052134.6372","39618283787.4593","45456035151.7424","53718877975.1479","65382412487.4701","91219535434.3312","130921000683.301","134617425716.347","161940825573.738","190698228968.476","223460225640.92","266354931359.803","335983384218.811","382477292877.014","365906624973.957","382309281331.035","435804787072.454","442797283638.272","499310303207.43","593295587464.093","713670299943.271","774904392596.223","839449547269.77","948926400706.931","1051118663638.12","1139760597939.98","1337152446196.88","1578876927629.85","1641093570943.13","1726224920034.73","1581169569924.74","1672133838530.89","1978787178637.11","1828125603863.57","1964035105000.46","2295675158501.32","2854792658030.76","3292753608817.73","3834364575646.08","4470699072888.36","5104414004042.83","4279200921251.92","5471597951183.05","6449380889682.13","6736116132648.95","6932374351951.81","7131178565042.5","6643769501698.56","6410561925306.49","7098211990480.21","7708257834614.88","7548115002741.5","7229766857946.78","8991049037131.77",
"Europe & Central Asia (excluding high income)","ECA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207029544770.919","179769292215.919","142177022503.953","380432553522.54","247816798632.888","192384462470.909","207124395677.716","196223927962.005","204608922429.423","195730837799.346","183332040766.243","226979171599.879","228308121316.854","248913985013.702","309291430859.857","419373196743.652","522835987268.576","638281843477.139","776728284993.16","1022646876731.14","719699530200.49","886747791331.07","1140499667986.46","1190390053118.42","1197274214532.91","1148721030172.19","863678004056.282","774985466144.758","922613877102.7","1086637673293.25","1069188645962.31","878012608965.824","1226007579036.75",
"Europe & Central Asia","ECS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","205054296172.22","232032629224.559","278251282534.202","372956821725.156","481948396995.698","525048242283.982","571329843950.314","658737795590.587","800330488691.555","997551669582.701","1151739897788.75","1077342674985.29","1035374155235.7","1012794004901.84","1037047266912.6","1081675419004.54","1321994540369.63","1590832882861.74","1773380418814.34","1880951299931.12","2249961110107.55","2264755136485.51","2657496838826.69","2366306324682.55","2561640911129.97","3094308985224.36","3186695098655.67","3198684509756.52","3307330858559.1","3322550819082.71","3470788573284.97","3509438653223.04","3750147032948.53","4473921117098.7","5420715993653.43","5976769649460.42","6814376332075.99","8020220008562.56","9069299514261.54","7173373445758.31","8005268588368.54","9432199955998.94","9213921922802.29","9594951360439.88","9802878953783.41","8611481694078.17","8586506976248.64","9445360759000.44","10449601391216.8","10280789099557.6","9346144065180.49","11472306625324.2",
"Ecuador","ECU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","197583745.856082","157101028.717666","155487287.039462","168447595.431463","199730280.612547","214348750.216904","254730107.424295","258096721.244296","285128679.283701","264625851.047958","270255549.700304","291407689.18989","395314497.957741","695769524.079063","1494867579.72302","1242549628.58996","1457947881.89667","1797611703.14602","1756420957.9504","2538499855.29063","3066326874.45054","3188264326.3875","2921017218.81401","2668860344.89493","2938789738.24893","3375176924.81068","2393509352.64328","2142867204.8233","2480622111.01514","2817483588.93319","3469125960.22029","4021964982.49125","4366816408.2041","3794531265.63282","4605277638.81941","5201004502.25113","5618746373.18659","6064677338.66933","5006507253.62681","5181939969.98499","5888259129.56478","5682217000","6135846000","7329307000","8984844000","11463499000","14196499000","16287685000","21100364000","15785663000","19402439000","24671849000","26522271000","27243506000","28536122000","21107369000","19492639000","21727767000","24314052000","24917131000","21702981000","27803104000",
"Egypt, Arab Rep.","EGY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","847750109.217999","862076408.374703","943166740.380363","700000000","877723970.94431","1091183119.81914","1140015302.21882","1182006204.75698","1366851945.42698","1879700810.30542","2113327487.94388","2285998013.90268","3108577442.55394","2947998787.14372","4774142857.14286","6612494096.94444","6853648648.64865","7282512315.27094","7101280558.78929","6987744571.05999","7119673332.63533","5706267539.75678","5106048703.84918","6076093128.90403","7073523337.46386","8748317631.22476","10269192422.7318","11885776186.3208","12034813925.5702","11714116251.4828","13565319964.6122","14033018867.9245","14778761061.9469","13754427390.791","13653789442.6423","16174959635.99","16900269541.779","15595505617.9775","17500000000","22240259740.2597","27188019966.7221","32173913043.4783","39457092819.6147","53800000000","47205081669.6915","46751361161.5245","48537005163.5112","45766666666.6667","49085271317.8295","43529411764.7059","43423180592.9919","34392638036.8098","37289402173.913","47225661226.7867","53041002277.9043","47872738615.0967","44850223072.0204",
"Euro area","EMU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","121428530483.805","137722241936.505","169066343771.534","229041746094.662","299011463456.195","323737596537.395","353767498328.674","408620078553.402","495927927367.772","620402077399.844","704669142448.554","652920106261.972","630284745817.706","618222388525.486","631077459944.615","654820373023.961","823276012817.959","989456951421.775","1106657208378.42","1182213855801.19","1467020384629.81","1517823240509.13","1651497891874.05","1519909583670.53","1697807920653.96","2082215691514.82","2135205715268.67","2113060819770.68","2216980624000.03","2231089307083.08","2281260453331.72","2318339849943.77","2486278008147.28","2979635492544.13","3571488563064.76","3842859953219.03","4311432254040.29","5109821269090.18","5666551396192.43","4545129682620.2","4949419214827.36","5730584572776.44","5522208524819.69","5789557959247.16","6012304888977.57","5371564666504.17","5450645444168.54","5985072340553.04","6579975810133.16","6458205300650.48","5921379214808.24","7175421042339.58",
"Eritrea","ERI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54502214.5615604","142966419.337566","148977272.727273","129406250","202746708.19765","203302823.650328","110594955.106698","65684566.8866374","68310441.5584416","81308766.9658252","85922669.1120632","56064210.0029543","64052293.7443336","67725792.0730874","83564227.6422764","76071544.7154472","61125203.2520325","84082757.7235772","101385281.300813","374897684.552846","","","","","","","","","","",
"Spain","ESP","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","4972693130.49679","6066773652.69461","7887709034.4292","10475953740.7196","12825214883.1843","14204585507.2464","14892643620.9898","17551967141.2924","22290496961.8056","29409382746.6534","33264230679.9722","33024130473.9593","33274590337.7253","32609483758.7007","36663185675.8435","37722088062.6223","45733713912.3203","56497570408.3008","65086234823.5966","68859531974.7013","84372755468.4949","90965543634.9079","102129839102.877","92985054255.4582","107763295242.827","134151321056.845","148003415210.824","151471590909.091","161627129969.93","167307718340.541","170912654970.981","174923611768.504","188203212026.667","232580150552.156","271668265945.947","288189779324.513","318141118708.235","383015720487.844","418147545809.375","343958924364.062","369060959966.667","437327285272.374","416701933892.578","446689924483.531","459120571553.332","402038652995.312","417712027692.608","461350495658.824","499658310234.509","486713932627.45","393303808155.643","498633852806.194",
"Estonia","EST","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2573466525.53586","2848889768.45438","2967518489.37844","2932836519.70347","3627803201.08206","4178072088.10769","4022130536.62692","3504490924.16843","3831095694.20822","4270175190.73184","5644211833.785","7418642236.02484","9230780997.38838","10769819345.1261","14052834656.4468","16160988721.2538","11949522089.4693","14652236228.9086","20104199023.8133","19844301075.3844","21239933054.6291","21804108132.1015","17725575721.5992","18537893089.3891","20411337063.7789","22761485754.8768","22964765757.1764","21731484847.4615","29119437814.5654",
"Ethiopia","ETH","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5331910669.97519","5962716169.22631","5948437727.40764","6474164234.1889","6047701984.51402","5804111646.50643","6238595144.93368","7055599390.22989","7615437260.73101","7672983060.57996","8448635570.26166",
"European Union","EUU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","140570354282.67","158999538795.798","194472788651.506","263993751090.313","343852685252.045","373170082517.044","406591852502.531","466616296361.846","563836098292.044","705821910515.067","801184731629.613","744196816627.193","717887272919.188","705311544179.663","721386493990.707","748200808031.832","938185859318.732","1129830931591.76","1261162424648.07","1343175079264.74","1654374347281.63","1701320345323.01","1848807008410.85","1700987828592.3","1904378322708.89","2346123330509.06","2413471683614.28","2391495059737.46","2513780098471.82","2529722555369.47","2597184468454.9","2639858607542.93","2837737927482.84","3411261358432","4109402538580.4","4459951335868.72","5038449467049.23","5997372154910.36","6698561163946.81","5355572010413.38","5869457839810.59","6809723056839.79","6556752518922.99","6877452875595.47","7146600245406.56","6376697545128.35","6478343214145.8","7129740219210.36","7847653285111.59","7730546787220.92","7125780825655.7","8651890652076.96",
"Fragile and conflict affected situations","FCS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104224886445.687","106804732059.965","86160812885.744","82599844369.3177","76464721394.4585","83215865829.5991","100824687269.556","111216561814.931","132316847994.721","115914528858.407","139161771269.517","192477199398.424","164556821034.826","174377540387.469","184684852533.866","248178304776.464","314073800785.332","399483480099.55","444347653497.624","595325775106.801","408295769719.97","580517304656.758","557962286882.678","616443706837.701","531614509732.769","485721882954.109","320173952806.387","269622760362.517","343582509127.105","441539727849.91","434158390058.819","323594559664.67","432265101636.51",
"Finland","FIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","2711046149.49037","2827196646.77465","3487225408.66074","4596304652.24833","6381402237.27745","6523355422.66042","7499615325.43468","8995130588.75609","10101083032.491","13152190505.2664","16534905961.1093","16409479195.3706","15244850129.5177","14631725021.3493","15594578551.6423","15638910207.2141","18858784893.2677","22897335317.1919","26071073205.4016","27400581959.2629","31323277872.8036","27176885752.0953","28745686222.4582","27996252732.3826","35158793397.8372","47992919389.9782","47988609888.6876","47944107204.2149","50182465509.5683","50865246751.3515","52967332461.1766","51507654129.9213","54947289188.2354","64062137649.4116","76257431519.3052","82514287315.1751","93509466783.5293","112360012523.138","128286645761.719","91464252096.8749","95814846366.6669","107211177490.273","100237927391.016","103165553050.196","100273910699.215","83041492298.8281","83813596801.1675","95994657970.5884","106061524525.49","107085573184.314","97673758060.7007","117187092662.789",
"Fiji","FJI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","583740831.295844","531710741.86754","516194766.194766","489773844.641101","504526140.772215","505894590.846047","537558478.241681","533724575.930541","625603020.345382","741185195.172925","833547167.263151","793101111.412307","795276114.437791","856596186.275782","1029847687.99945","1089525705.75268","1338202807.66764","1278174135.90081","1007398832.29313","1185164500.40617","1097340975.28892","1007247650.00439","1132973615.62028","1386485916.23589","1467801500.28852","1611472501.47842","1540665434.38078","1641930075.14128","2012612160.3815","1419133813.97965","1803544435.7571","2240437768.71964","2427342309.62624","2382948683.13875","2541991204.36603","2286803966.43783","2299804267.91426","2463399293.62814","2665037846.12436","2638400296.24144","1232063814.09074","1173174616.53627",
"France","FRA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","9218097244.95283","9721651418.4664","9960806434.91084","10957285670.096","12309840151.9873","13777986225.1601","14959146278.5996","16048630242.402","17593837376.4291","20287923378.5057","23725050194.8742","27354090209.5418","33827048114.4343","46340601060.6954","58910256410.2564","67956249043.9039","71988527724.6654","83014174913.0784","102571220930.233","127186247301.881","147148401117.665","135235968617.984","125156203213.894","125614080385.575","126491030548.675","129015184698.496","157252580736.812","183073229291.717","207505781301.619","222041949413.942","266219732562.342","270798744332.054","298940520446.097","275047486680.565","301941162570.888","362214482849.257","370197461212.976","370822656776.804","392709584167.223","389362241255.599","390504309338.04","389407179769.292","413353771803.138","481646963819.999","561042237466.411","593901326045.136","648243071809.411","741061331101.179","823983397589.844","670780157110.546","708600861200.001","814316094241.247","783713381111.719","825700281806.669","847269974207.056","746211770692.968","748010809661.091","803163777629.413","885114776507.45","862106200525.489","724413895982.881","871058669864.327",
"Faroe Islands","FRO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","515371298.949379","549883890.943494","547809627.494402","598272216.081126","625609586.178069","702506185.770451","753734706.481281","739882272.507462","843377951.167014","985432702.022521","1144720582.17767","1002424965.95721","1089489873.93539","1313874867.28631","1275718601.64005","1491480155.97457","1556489977.72829","1369743902.25776","1534263261.88036","1679701343.34913","1684160516.89735","1821708099.67913","1551764723.86543","1923048782.42751",
"Micronesia, Fed. Sts.","FSM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","3600000","","","","","","","","","","","","40334800","40239500","37246300","41045400","36239600","41921500","46366000","43854000","46055200","37304000","41837100","45844200","57728200","61367200","61304000","70347100","76935900","97807400","96425000","101619000","85658000","91885300","109856900","142584400","129700000","96900000","96300000",
"Gabon","GAB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","48341345.7283608","52322629.3229107","57972564.2448332","72764821.8131754","90352324.3068892","97934826.1989146","97688671.159134","130487348.090528","142588991.442461","173872519.373436","160996725.573234","253126078.239992","314647528.126994","425323421.723583","888640848.128092","1068531103.99187","1371832274.302","1449448283.54191","1475698435.93067","1772269113.99392","2769790001.0457","2447269146.64999","2228502939.25646","2079692035.21042","2104556520.12403","2089867355.93885","1197784951.82399","1401160632.95998","1408435483.22012","1917191499.33644","2740347018.86245","2553606874.55713","2576725001.3034","2136542944.38168","2584714632.27887","2944909770.32081","3568070445.96018","3265552382.90717","2125424483.83071","2779726330.60532","3507168322.5196","2726388955.07181","2806922226.64928","3381594744.17371","4276663164.80132","5750501082.58114","6255614196.5478","7289977701.11047","9685334716.81614","6319926944.54143","8287738444.03624","11243840799.1026","10465457223.2289","10092463252.248","8104569005.66331","6620833366.11911","6175468938.5318","7498597594.24114","9158802458.42339","8678687828.8877","7275153456.62075","11280880844.737",
"United Kingdom","GBR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","28833772498.2001","32806471160.8664","35487240259.7403","43732393434.5909","55941472650.7714","62138648230.0885","65932424079.0656","78980266875.9812","95207616490.8917","121620768742.058","152157822449.454","142165096463.023","133594619147.449","127639422464.757","128610671721.202","138103222535.934","151200712401.055","183698465435.529","202055919601.565","210144550065.445","255383023792.614","258576322751.323","270791316251.316","263925634373.125","297824322007.958","347150071011.52","374833073322.933","402539292730.845","404355746936.072","410208704093.189","426840671811.167","420771556067.367","436521282973.621","492984489795.918","581019772976.932","640712727272.727","743392824287.029","786170468187.275","800549632352.941","643798099392.429","711533832405.334","829054870902.797","822038504502.361","837265916868.215","870215925981.085","810910803121.76","773465222156.196","823064171922.556","898988137049.041","893047886902.181","790751711189.039","875196919682.023",
"Georgia","GEO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3101400747.10438","1754966887.41722","1315854563.44299","1266549922.82057","1452431596.545","686962011.296932","412452356.188495","548000077.071291","594743200.460498","533566016.300321","703050139.134834","787530921.369995","992546704.923259","1255487719.6253","1595471619.36561","2132178518.23247","2514996629.97079","3135109248.72793","3616313388.78455","3181083507.93176","4034786511.81058","5240438778.53543","6020953188.39702","7171816760.85127","7039247890.3551","6110518662.14251","6177800312.67165","7557441721.45846","8896744920.10258","9577029902.09989","5908062642.69865","8045446632.88156",
"Ghana","GHA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","343137254.901961","340336134.453781","334733893.557423","326330532.212885","344537815.12605","351540616.246499","310924369.747899","304297328.687573","339265245.609408","387311479.814208","472618058.912527","380936174.820699","437465998.836926","528873239.43662","530434782.608696","544148936.170213","434322033.898305","334857142.857143","306108202.443281","451566951.566952","376348547.717842","200813941.813143","134733893.557423","225418866.282653","354924983.692107","479914488.823251","949412973.172926","997843537.414966","945143358.873742","879283843.414792","993968473.144556","1119008152.17391","1104855835.24027","1208400616.33282","1375221757.32218","1583728940.78399","2226974923.5474","2233493164.0625","2533905276.81661","2476240810.20255","2431828408.88236","2404094094.65308","2627858783.44271","3104789916.93586","3490673151.75097","3916349977.90544","5149494044.36674","6089051469.01137","7178123443.88482","7629976939.50178","9490699300.6993","14529869985.532","16656634664.9131","15982674472.5951","15466239763.8611","16715084477.4673","17519736891.9126","20463794483.3927","22514904281.0721","25592134166.4431","14513683721.429","23206601900.9723",
"Gibraltar","GIB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","620341457.628898","645766103.605838","640721976.248525","756205522.628573","828699063.736477","914493633.483543","817036666.355137","869566378.329534","769732354.845672","780067626.712016","742652378.556291","740132957.280735","763846879.098678","749004868.021963","734578563.349223","808614959.829706","781148010.080554","894584026.207859","895267017.443894","1021679595.88109","1005390515.52319","1479451797.53354","1507080731.84401","1512364199.58313","2079424662.12871","2212106788.6689","2531048966.42904","2217341673.42936","2342843821.09411","1890478301.14386","2524762066.00743","4611027662.1547","4767367514.76856","4710654139.23984","9118509087.56435","10349491215.1011",
"Gambia, The","GMB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","15991879.9350395","18921647.6870266","16460327.3652378","18244947.9191667","19763788.2206115","18037817.5800642","19980662.5693299","26392974.6240602","37335203.6939622","51496460.1769911","46061463.8091387","50729611.8621893","57876732.0324112","72406269.8580809","103028762.347472","96171239.0714501","95785105.9183228","107765519.593724","90664350.8830669","99013867.8445774","86555971.1191336","109029387.65125","134311832.925884","156436257.18656","189941616.956467","203221078.425759","218510077.902807","212861713.332748","158551983.969609","186875884.035498","184904421.671498","184290229.603341","212639014.948652","198771024.387675","201981794.863774","149998087.612831","157033783.85163","151438811.096896","198101238.424114","204546568.027044","221729727.033354","230768612.252446","226068383.771021","228340664.45482","226367271.169499","237666106.613716","280761041.365959","261079084.811","268476026.166343","270072130.653881","236219097.354314","252666151.743551","362977084.968786","341709153.558052","174363176.361169","131923456.425636",
"Guinea-Bissau","GNB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","3149285.51401726","3265785.71405244","3819957.14258429","5415932.20338983","4956907.89473684","5650808.98313267","5925666.19874294","10697300.6754997","9487896.25360231","8620322.2563114","14039269.9554541","17319393.9393939","12977443.5323605","9829616.69480844","18557846.0316083","14037481.2502193","6817564.96112985","19759984.49642","20460063.6209079","18949946.5515049","24240037.9328713","25670003.18017","11094993.6067854","21009993.7977979","38769882.7169021","29630751.5741491","28460070.2411613","56440727.4049316","29820103.4389589","55800081.5658168","80735010.025232","83214529.4830937","74507966.6928639","89188363.3208219","98218239.5351748","94803610.5256929","76111090.2681645","140713510.143561","172333993.273543","156473341.960572","126683553.145216","282367523.213862","153091833.359024","190986184.236634","213171025.522053","288714347.161939","312531977.423096","374997825.737652","380311738.394247","292073122.709763","205987686.635881","",
"Equatorial Guinea","GNQ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7183409023.02907","8303800358.81345","11584326308.4361","17621714169.082","11171995036.7048","13991010001.5299","16038364888.5111","16098338224.4035","14849115083.3084","14357209503.5354","7470701273.33407","5779218083.66306","7181836155.19529","7807722255.87883","5810566792.56747","4391793754.53885","6806230926.43924",
"Greece","GRC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","429350661.439364","470520074.739535","435291069.527426","534783250.41953","510005047.275921","588341197.374862","803143173.505982","834337698.884669","806033869.219962","893899660.592104","1035806818.18182","1190227272.72727","1541636363.63636","2600724971.2313","3603863636.36364","4034027630.18066","4376557835.8209","5057520814.06105","6044090909.09091","8266964121.43514","10981806554.7562","11196635916.3592","9399265306.12245","8143970588.23529","8067826481.25756","7715319516.4076","9976100292.11295","11898955712.1288","12441705500.8407","12624099874.1083","14466921754.0843","14929958870.817","17292881658.9203","15285243757.4316","16843841292.1348","19745091925.2831","20839186013.59","23223405715.712","23536858065.26","27457026304.6885","30942467693.0212","31063176224.6205","31087273728.3679","37528698365.534","49899010820.7588","52827781598.0825","57920808886.1787","71817777404.1375","83145854167.4875","62889598470.3226","64767602720.9168","72135028424.6208","69565465932.7289","72167340436.45","76489983017.2778","62867562248.0769","60431141888.9686","70013677525.7613","82684241851.0211","82328450373.7254","60434496175.0476","87827556199.797",
"Grenada","GRD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","589143403.615829","715995393.16653","759542430.255632","761014327.033026","814482796.627294","924148212.07901","777481393.049675","852474173.645561","1020042095.85188","978938282.261545","1012250057.86728","1093416481.06904","939163780.674505","1103569677.79313","1160384073.6646","1358439172.71086","1230185623.8942","1118524632.76318","",
"Guatemala","GTM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","131900000","128700000","134800000","180400000","199900000","223500000","263400000","235600000","269500000","305400000","353600000","343100000","397300000","536500000","708400000","792000000","941700000","1340300000","1303700000","1473600000","1748000000","1471000100","1288999900","1176000000","1231300000","1161565304.34783","1160867534.24658","1122800040","1262786259.54198","1455681818.18182","1608631682.19716","1688639662.74931","1886241441.99899","2018135358.62583","2274655724.02281","2822490792.68922","2791706609.53507","3194396325.67574","3524472507.19379","3481400349.34261","3895385279.26628","5275584493.42122","5463975082.14327","5648926179.65218","6464752708.7397","6817724662.36131","7537173335.43788","8721105938.77471","9673843690.47619","9046785507.74358","10667583174.0674","12688288796.979","12530952103.7582","11658261378.6783","12579635808.6961","12331463395.5165","12387114040.9742","13252465330.2304","13323208213.6397","13591565593.0464","12674665552.9223","15296677104.8821",
"Guam","GUM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","722000000","631000000","846000000","956000000","1005000000","1005000000","973000000","838000000","846000000","928000000","1004000000","1053000000","1057000000","1048000000","1119000000","1141000000","1165000000","1403000000","371000000","186000000",
"Guyana","GUY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","82949308.7557604","96774193.5483871","110424079.799335","110599078.341014","111240739.660503","117823529.411765","125764705.882353","143705882.352941","133800000","147700000","151200000","164750000","164000000","160238095.238095","296590909.090909","370500000","300280000","284360000","319880000","317240000","490319960","393107142.857143","254400000","224500000","193263157.894737","218069767.44186","233674418.604651","282142846.938775","263299990","251948536.764706","248683534.177215","356599994.633274","469762447.641887","519140473.11828","567658924.078091","629152003.521127","723896874.643875","746591431.239949","688346951.547645","670497421.319341","684731124.266842","661420532.049831","670242444.601789","666355283.18538","752856480.465943","698037583.989994","","","","","","","","","","","","","","","","",
"High income","HIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","315252709374.998","354310403924.42","420205054182.585","568848168372.726","766191426389.249","825054733900.379","915160608736.184","1039576816090.44","1231189577870.17","1531563265114.24","1845907892596.9","1859211672779.96","1733543205751.76","1696360281206.6","1796120872555.52","1834384146813.8","2119976128576.36","2505618563397.23","2882654868258.33","3116778199435.54","3615221815260.43","3793673678072.81","4099164718521.44","4043710810851.9","4509650995598.35","5349407984746.32","5555537617707.2","5714763288869.53","5696752968562.51","5882436678046.11","6402523304637.65","6190623873548.62","6441687388486.5","7417007135341.85","8884795096521.77","9862203399332.43","11163653546837.9","12849689157672.1","14385714070040.3","11635379420883.3","13474965762657.6","15793261869895","15841629906621.9","16299061754873.2","16674837453432.4","14941538256271.2","14818007977660.4","16169381044329.4","17607597779212.9","17281102228654.8","15554208623905.1","18881769723021.2",
"Hong Kong SAR, China","HKG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","1149077545.56591","1263224321.6155","1414306395.93155","1609005531.01451","1675916230.36649","1889960077.40451","2170856894.30187","2451069004.61784","3029243796.77038","3541855147.79662","3999563824.25473","4818662034.24682","6859419022.63674","8133794419.27021","8380004863.0248","11516881422.2802","13104032604.0326","15674787027.3502","20190497131.549","25613432205.9444","28115506414.0411","27405229081.204","28132742388.372","34837426451.7779","37098885865.3797","43008342624.2743","57087313901.7478","71728414040.4817","81399120501.5449","90213099180.9803","106157607576.693","127907138981.474","144855214850.82","162013741524.766","182564440652.55","194351137142.34","204029268544.71","187184486075.426","186851434096.036","216355888694.938","207975842437.298","219708676864.686","243329095392.202","283708654340.01","322201406657.838","358400448003.296","394443817776.297","424120177736.683","381291699992.26","469444859187.561","528967240493.32","566884508277.036","610972021660.65","621071949033.415","606075105136.871","600021385414.117","644673433249.5","681282515787.459","644985260148.802","608116975197.236","751362887871.147",
"Honduras","HND","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","71800000","79500000","87200000","90600000","102700000","138700000","157400000","170600000","196700000","186900000","201800000","217000000","235000000","294000000","332500000","345000000","454500000","581500050","960859350.8","1168036044.65","1315331102.75","1227917680.4","1066168434.4","1108154408.9","1174230696.65","1257514350.95","1393796694.4","1312577924.1","1436852036.60944","1520893864.27586","1561384393.2393","1573527394.81257","1651611360.70136","1811810868.46427","2066441596.89849","2590041814.38999","2855718826.01351","3270298692.01521","3679525531.75775","3395137944.25087","3878791962.58911","3931303628.65709","4143693230.5577","4452148105.46031","5181716337.99568","5757220307.6629","6119755281.76468","6614386798.69384","7124821464.46746","5766473847.71713","7247910834.02575","9077897775.02894","9431576950.29279","8869036740.06819","9396713234.73355","9475880830.43217","9276487847.60236","9970294331.78213","9977253615.70032","10015545627.0274","8362282817.84565","10957691939.3589",
