"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"East Asia & Pacific","EAS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","21999595031.4886","20451512876.717","19636413893.2469","22722219539.1852","23941504949.2515","27483441135.1112","30253672010.6826","31513212216.2108","35867707686.6452","39497763680.0098","45529412666.6048","49354731167.8765","58139296650.1895","89275294793.184","141580949379.857","141723280375.454","158296257306.931","179916550184.344","211850162814.009","285047867032.59","353869762416.274","391742485622.824","377988823954.779","373577192989.205","399044104968.357","402691112413.525","413460949373.424","491018374816.696","626345778064.715","717394692915.944","803522427070.744","881017015392.134","954157335375.803","1038555478275.2","1232816426387.92","1521473889266.26","1622042145433.3","1634195984504.12","1369176054175.56","1479284482193.79","1804977607811.32","1691012886771.94","1779494433495.11","2077742620680.27","2602193348487.86","2981574459086.57","3415963118339.56","3898362618591.99","4627510345704.45","3813196292755.73","4960069198549.27","6073135718830.54","6410936504566.23","6610051307431","6760005014327.14","6001126715951.07","5807841107193.26","6504338187625.23","7309482953402.59","7104824927635.95","6518025520799.72","8164434742692.29",
"Europe & Central Asia (excluding high income)","ECA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208518102409.573","192607819832.425","146769561218.486","322958381123.403","234140137362.237","183827871010.88","207821318275.522","200116993193.669","218313777551.698","187769292085.061","157508127587.338","185273184552.917","189194417653.458","216019949276.151","273776748515.991","366919062044.579","443230939390.413","549036195777.644","720030378701.807","916003033395.104","648899889622.093","799351000694.24","1018491906652.88","1076846546461.68","1127981045257.47","1043715440049.33","794442529673.189","757776162905.48","891775801712.269","935970297829.906","945973640421.218","851740897535.341","1065166532614.25",
"Europe & Central Asia","ECS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","208508583970.704","232527621325.906","277745037860.262","382244380349.844","518658052934.662","542446534297.892","606326122256.402","684709912608.979","795926949231.905","1032704004572.67","1241578670417.29","1121486167591.88","1074731268576.95","1029526248969.2","1038340830631.21","1077895613917.06","1305241748633.03","1598368751500.61","1806425736384.58","1937495798759.64","2297066576478.84","2276711091676.42","2594211011005.86","2251005035386.39","2432105979282.96","2932002392847.69","3009682155388.02","3018136342361.57","3153709253076.22","3188919820378.72","3350663643400.27","3349930468606.17","3529371352292.78","4246083637249.9","5121562267324.81","5690977633718.25","6531538993247.87","7732941362865.52","8734343477962.13","6806149972395.23","7620233705800.64","8954204442891.44","8579847714745.97","8901688871743.83","9050011209718.79","7905021846343.52","7943179756768.64","8753030561432.51","9634948561773.81","9595046575016.87","8712376357404.77","10547184674188.2",
"Ecuador","ECU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","214480876.278372","178045025.372035","163881310.725812","181649533.056165","227656539.802383","245638749.390908","270002428.364061","307238277.740818","359393278.762107","376645548.810278","372412519.665427","459682353.332894","495423486.202346","648350793.436342","1237514214.81401","1494854573.48835","1634570547.73776","2000105770.70224","2213274955.48266","2575840755.02433","3196675358.29975","3336486378.11021","3538835376.1259","2627143347.43503","2652200358.76398","2750018248.74772","2677096292.87895","3118845049.56296","3087613078.20517","3449083352.5959","3326816742.87386","3656282141.07054","3740586293.14657","4381543771.88594","5336068034.01701","6016443221.61081","5535280640.32016","6613086543.27164","7136267133.56678","4483779889.94497","5010291145.57279","6734248000","7960638000","7992504000","9554409000","11821905000","13748900000","15636623000","20933400000","16790125000","22541700000","26453861000","27772113000","29459627000","30168281000","23815449000","19004701000","22516333000","25553987000","24895603000","19378950000","26751297000",
"Egypt, Arab Rep.","EGY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","996286588.029707","1081156917.76387","1071428571.42857","1035981308.41121","1078692493.94673","1374780205.9784","1530986993.114","1615822130.2999","1834007074.27994","2888427176.39726","4134809294.16922","3717576961.2711","4516926854.93773","5026531231.04912","7743714285.71429","9289542760","9628783783.78378","10472660098.5222","10593713620.4889","10857880025.8009","10888912155.7952","9167446211.41253","9190887666.92852","12322544009.0857","12856257744.7336","13997308209.9596","13226985709.5381","12938946228.1467","14015606242.497","14561091340.4508","16661751695.665","17718160377.3585","19528023598.8201","21812278630.4604","21144205249.189","22779979451.0495","21590296495.9569","19303370786.5169","19576923076.9231","23311688311.6883","29217970049.9168","33913043478.2609","45429071803.8529","62909090909.0909","59764065335.7532","58221415607.9855","58261617900.1721","67866666666.6667","67364341085.2713","69296987087.5179","71347708894.8787","66159509202.454","69089673913.0435","73331457512.6618","78012528473.8041","75433562071.1167","81943913320.5864",
"Euro area","EMU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","125482911832.327","140487763408.496","170218022730.099","234905971642.66","318692377773.736","335104397085.411","379176469504.976","429094873044.934","503148920458.182","655274137707.519","795565154531.995","714078429678.975","680591057610.762","645784312826.813","646466113972.701","668173852474.61","808908121778.149","997325483973.096","1121280183063.61","1212878189671.35","1497323340717.33","1548847687346.76","1668305544890.45","1450340224037.15","1614371606576.81","1971381009786.07","2004356661203.59","1965179648601.39","2084230571688.74","2138714918321.84","2231263032396.14","2221400361408.39","2308614088974.26","2803218670312.29","3348482954018.13","3672285027147.88","4167318557157.34","4914618990083.92","5500568688069.01","4327376859174.5","4753170465650.34","5508327838429.87","5150784650182.82","5324693413766.68","5491593159766.23","4850966306190.26","4923938659078.92","5434388419349.56","6031457717557.21","6002431262810.57","5452967310055","6609302068750.41",
"Eritrea","ERI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214474287.085724","334544480.991356","440568181.818182","479375000","606037723.976277","589008180.669176","597114875.236012","597465839.118809","411183688.311688","460868367.301826","472665759.195312","587987181.057653","663164475.067996","603478679.585369","464617886.178862","379414634.146341","360673606.504065","435274751.219512","494229450.406504","603784852.03252","","","","","","","","","","",
"Spain","ESP","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","5612317565.96149","6005008383.23353","8184905513.84934","11627327241.5762","18006241707.5281","19179420289.8551","20751355384.2328","21074990142.3877","22236108940.9722","30327211204.7595","40198398700.3945","38729690034.2404","38319943964.8645","35375280742.4594","34830824880.977","36162100782.7789","43101606273.0189","59271552351.4351","73015349235.8235","86194007027.4069","106699693111.329","113804595676.541","124860130017.877","101029836579.945","113186748230.034","141042167066.987","149163273348.22","150448863636.364","164460407617.775","179583331467.182","188597988059.608","189199946437.796","202315899879.608","252598296012.156","311225603516.217","343611512778.21","389914914257.646","468185448712.943","495423979648.437","356956901753.515","383635889000.001","433229369007.783","389343643913.672","393448328527.452","416625816965.489","365693229724.219","368554460451.363","414020243408.236","461056450172.549","445722134501.96","374702002325.293","477434415488.364",
"Estonia","EST","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2728885948.66367","3259065901.44469","3295549960.6609","3431489140.33034","4158018485.12173","4721055734.78696","4274527257.2402","3688782825.02534","4078345716.58759","4815881134.03033","6478792908.76242","8368396273.29193","9945822658.87327","12490779074.1438","16026215439.3649","17111420829.0611","10974937482.6341","13398749270.939","18754165287.2471","19463182648.548","20565950337.0322","20874740794.9262","16825097278.5937","17669735695.151","19319287826.6589","21926196630.0925","21716876326.3529","21705953337.8382","29255091031.6895",
"Ethiopia","ETH","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10079844913.1514","13699443639.5248","13812126941.5528","16182860468.0423","19565924879.078","20124704466.5236","19195090502.6836","19235910556.8365","20022064432.4201","18171455003.6686","18540745790.8618",
"European Union","EUU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","145470619276.404","161776694594.086","194991147178.055","269054286773.764","365966965139.851","385463969922.219","436556300875.21","491228544984.732","571576789927.405","744967149314.337","898747097170.613","808140382927.767","771301122570.845","731934037124.812","733814247554.535","761616037076.327","921920251335.644","1135702956695.26","1272094645680.69","1373454835322.49","1681959160280.51","1721019830123.21","1855086200855.68","1618847405174.96","1806881631930.17","2212203110469.33","2264271933255.73","2231642630442.64","2373535338314.55","2427523717296.25","2540677102395.03","2532859598937.04","2649796758623.87","3223076483631.42","3870732280974.44","4272644467252.44","4884517269495.99","5812660051435.79","6559576722157.04","5110526894748.09","5637774481069.51","6544377072538.09","6136689631314.58","6341294061029.73","6558341762360.3","5786438063358.61","5873793833054.89","6503102836651.16","7238242637742.87","7195290932263.2","6570229756785.74","8013849124146.88",
"Fragile and conflict affected situations","FCS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98707974942.0145","98257402824.2444","91157395240.3372","91121181846.2887","91470793490.558","96490959428.9767","109681309678.079","114835902334.974","132808304044.484","130680741442.701","133064315001.19","143576964648.06","156177500009.328","151069225989.299","169701121150.079","214192375903.544","266918939072.093","305857028614.789","401762658359.641","494784906215.226","443470859734.194","510410859093.206","492789049751.929","529168734455.195","571496217561.135","586734112793.932","403112784124.953","369314494683.862","404583787557.585","472352819584.032","507710343011.846","372102300985.073","441645630790.073",
"Finland","FIN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","2901994620.61155","3116111111.11111","3558591912.81904","4849296716.97526","7338853001.41799","8310974624.21206","8192029543.00662","8555407997.63907","8979061371.84116","12688139215.387","17233025183.2961","15896941306.1449","15153570988.035","14637062339.8804","14340126632.3704","15264773599.386","17894675111.4239","22422561882.8622","26449182658.1379","29576001108.4938","33514227958.3269","28389942655.4918","27792673214.7598","23895076506.7139","29329538986.9095","37987472766.8845","38849339891.2762","38637040430.6494","39579439252.3364","38733513445.1738","41414786698.0393","39524131051.1812","42352247164.706","52757320690.196","63874383957.5291","74385401475.4863","84467899655.294","100068194989.412","117956059349.219","86296583223.8281","92411731683.3335","109357572490.273","104251607201.953","106038272369.02","103434414065.098","84375126793.3593","86889680551.7512","95877171128.2355","109520540284.706","106666889717.647","97093522437.3544","116505834244.184",
"Fiji","FJI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","624449877.750611","709805757.079335","592664092.664093","550737463.126844","517088490.670608","510228848.821082","509312384.14688","495457834.231048","569530867.650143","713813793.568395","897899925.720845","837286527.514231","841184298.070526","972240238.68206","1085171777.88402","1159496551.23373","1252975130.0506","1223730691.97202","965975437.890074","1192881803.41186","1183312975.66476","1140911886.14601","1177923087.47542","1580546471.14675","1920600115.40681","1897752808.98876","2090861829.94455","2087375023.28759","2602685574.44939","1706089891.08759","2003231691.42559","2464012507.6777","2549025085.20029","2910942166.71192","2840406930.53569","2451420671.24333","2491096577.07548","2730562678.40728","3096914822.26693","3209498241.06647","1979620066.39616","2344789748.8979",
"France","FRA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","7703448807.47139","8273434929.9973","9042716899.56025","10367369962.8664","12137117084.5552","12575567948.0367","14294826788.4762","15606193461.9798","17377269222.6489","20853686819.1263","22918389039.8016","25770095892.0327","32248374512.3537","44639068945.1974","62037643207.856","64439345265.4123","75449330783.9388","83706873495.5871","97265988372.093","124740980573.543","157930766842.595","144292094146.047","139514921648.867","127109906188.14","125805749455.828","131050518323.843","158186381286.107","193330786860.199","214217597180.927","229069504421.139","276177568967.594","274783164748.285","289557620817.844","252823720176.048","281109404536.862","336601393087.134","341586100782.152","327048775005.619","351430953969.313","353643809381.468","372359017200.001","367744588386.221","383474587651.373","455341828900.391","539577459091.121","592025237914.397","653657213936.47","760064379592.944","857925492297.656","692153802943.359","742755299683.335","870126540107.006","818493895248.047","854791379337.649","879982977519.997","760028534719.922","762973925940.469","830791260481.178","913320694019.607","888231377160.783","776227338073.154","928505549465.101",
"Faroe Islands","FRO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","496686962.750716","583354835.010464","631836795.288936","618890277.31052","631930282.341318","923478604.065152","857438533.825174","1036768997.31528","1121729333.42302","1342046769.66034","1432219846.60952","1221548620.56744","1176632705.67735","1338368692.60715","1567941303.40958","1576927870.66218","1536498886.41425","1348578308.23883","1407103703.37359","1516061124.65735","1723640452.28518","1726437160.76409","1596536280.39926","1905568545.11619",
"Micronesia, Fed. Sts.","FSM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","89800000","","","","","","","","","","","","162387700","182834000","182125300","180575600","172319200","169396700","184320400","173961400","186599300","187839500","189722600","195838100","195650000","226222700","243611500","243860300","255859900","266613200","262856300","236361400","247594700","242489900","260565500","262770200","302700000","266400000","281500000",
"Gabon","GAB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","46157379.9802688","53078875.8546539","56243568.9296419","70124240.0799499","77540103.4433665","84468787.5965639","97281594.3256913","130487348.090528","145012559.96868","171949150.796297","123008734.145842","199741094.365983","311076213.310952","416798916.523284","668038561.846644","1033535543.81746","1387316653.23707","1440086500.1885","1121176289.16054","1133406056.72131","1353656767.42835","1571772409.82588","1435152241.09429","1476646950.42637","1431720921.04131","1913133445.97874","1861937649.31559","1484012449.06234","1602494055.16321","1724720017.87918","1836814829.28979","1797631392.56785","1889852814.48084","1512752825.53666","1603032258.01223","1772673217.02323","1879469239.12389","1983293967.44116","2177525350.37608","1777483514.26858","1659781359.82698","1475000535.91102","1715357297.51142","1847633736.58858","2076853934.28882","2294207166.73267","2899741130.60309","3313621669.34756","4172991031.39013","3795566767.46899","4526528581.67525","5236193125.45438","5390232737.70199","5855447181.16799","5279048163.33855","4015443355.40044","3659959710.30311","3708781580.92381","3835211914.83198","3711865706.35493","3454238784.50531","3405765092.23276",
"United Kingdom","GBR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","27387751379.8896","30395461182.7695","35223461538.4615","47659216070.5536","65189036933.1463","65463765486.7257","67696213836.478","76121459968.6028","89567342281.8792","118449099957.645","137863762491.285","125062156350.482","122066530398.323","121271039866.606","127209374833.732","130892539784.394","152837318968.045","188264874979.572","229152888651.725","241212594895.288","272294380326.705","259525104056.437","275705849420.849","264336583683.263","294204644934.19","338915890800.063","367402496099.844","393271119842.829","411758860549.851","427353179097.233","447370252685.732","449833021448.107","479758693045.564","537758367346.939","638537165873.307","696296363636.364","795779208831.647","847895158063.225","852972426470.588","676002492600.094","753573183918.4","854970496149.156","852914569540.252","880651426263.746","933892268697.469","859405523537.247","826251045549.893","862098790434.182","943023367292.064","939187686025.376","781063244392.686","899365324620.777",
"Georgia","GEO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3514920846.7183","1986754966.88742","2446203314.37052","1938101600.09357","2743618278.07189","1140185513.34589","1001877590.20722","1479432986.51252","1340910634.62369","1066714694.98642","1212806577.28308","1251368837.43367","1439783576.99139","1843081511.86093","2455655258.76461","3286864897.66646","4388115030.33026","5857048787.78809","7425610410.51784","5237832984.13649","6114963810.80626","7985650756.00356","9138860291.89124","9261753035.95046","10019255819.2218","8659322257.96501","8483331220.68703","9341701534.17015","10768790688.4987","11142797141.0329","8964607357.62292","11109489891.8338",
"Ghana","GHA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","431372549.019608","474789915.966387","393557422.969188","422969187.67507","413165266.106443","549019607.843137","417366946.778711","348432055.749129","347109528.744885","399077904.517425","503014656.062503","489222600.150441","321158572.044947","404225352.112676","631055900.621118","518085106.382979","443644067.79661","368285714.285714","354799301.919721","448717948.717949","406950207.46888","224767428.792591","120354808.590103","242989412.632509","475228310.502283","612110906.702115","1153286610.35948","1328870748.29932","1250710521.40818","1278450300.4595","1522368636.72261","1683755434.78261","1845128146.45309","2172624036.97997","2001557531.38075","2128753127.60634","2780426911.31498","3651811035.15625","3495721453.2872","3830866091.52288","3350893191.41127","3444743962.02708","3383649798.08178","4320560567.60498","5361416564.7582","6631860362.35086","8325437766.36433","10137018335.8353","12757654091.0387","11019098007.1174","14778901678.3217","19416444364.0668","21794702942.627","22188180882.2045","19505246564.9382","21091449792.7098","20603497621.3617","22151920744.742","23220689725.8631","26908043834.0936","12464758653.9664","22131745924.8669",
"Gibraltar","GIB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","560097159.265563","626828734.893004","740909376.094814","724403512.03372","891808983.397678","922173141.735825","856408290.764104","920896413.600431","874952736.555795","905896319.33864","941903143.633283","864726230.787104","966133190.624627","901094040.058922","867392065.259124","849347074.014655","854685071.917122","867999978.135263","938538702.18754","1031237407.23715","1922724849.13814","2988313292.80529","2962825502.58155","3177066500.78466","2961065637.41525","3620035688.59762","4089175142.90716","4519671005.05146","4396562740.71092","4480281624.51364","7088908452.6568","5842867638.94029","5783505585.65646","5830607768.76351","9650466163.39586","10953261527.8067",
"Gambia, The","GMB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","19266562.1324971","22035471.0401569","20989199.8271972","23077473.2395718","21394038.3046129","20720626.8860119","24111727.3772048","31865484.0225564","41878368.1103513","50236393.8053097","52005301.7028351","65618403.8377671","102909574.723115","131010643.93137","153323649.041255","146040649.180987","128849137.366237","133366216.933222","114896375.659161","121703202.44485","104144404.33213","130802612.235667","155879196.23159","185466005.591012","226976773.702246","239290744.409202","263205829.782929","275121697.533573","214067398.609865","279037959.829427","247309659.902829","204004039.136488","240030742.922645","228252406.736229","239267915.793425","172597799.479831","187843250.760626","183930243.073202","282216842.434757","309496979.919791","309274309.922788","336061817.041498","384410879.400155","377490204.320608","406575753.248608","363423450.944453","394206458.813297","364299149.553919","447782280.209906","459500319.953324","447005385.901205","549737511.505313","691368339.29365","624393675.905119","686423943.287309","726103441.042335",
"Guinea-Bissau","GNB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","23768618.6596903","26948628.5695037","31248657.1406251","36398983.0508475","38767763.1578947","28278217.8207579","31395546.9823706","37483116.7231619","44225216.1383285","49224572.0070025","46299659.043934","55268030.3030303","68336755.6496237","52759846.6766756","71013939.1033411","83018771.8762972","41457271.6312291","67719955.5763167","84150250.5186752","98449728.3380399","90350137.8060158","97180013.6089954","113409934.417992","77499976.7900961","80839755.4509768","89252264.1599689","86090212.0790152","107106556.211444","74000256.6311349","96100140.4744623","122897531.427413","105312769.278221","97563200.4695889","117415701.467191","140385976.35672","147747290.512584","163496080.590231","236606716.158933","284680399.103139","292391611.279257","299363909.406394","340360883.830742","254220739.22112","270133241.654782","331091752.972564","337933433.996655","369077005.00974","446544679.49823","462553700.671442","505091906.449956","418772054.740734","",
"Equatorial Guinea","GNQ","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3583355427.56045","3652042752.38717","5942729602.80161","7794030128.71889","7193785588.44253","9610803923.97406","8389599459.81802","10023358834.2755","8612716025.68619","8361397390.98541","5566862090.17853","4629853312.2198","5315346345.72436","5766764215.81556","4971586128.26863","4639617711.34114","5716807022.58685",
"Greece","GRC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","631632347.254096","700605823.572942","769366899.067225","900360280.325354","1115046401.46126","1308623060.96874","1342050634.58856","1412506373.34621","1579116078.96712","1811909654.35539","2000806818.18182","2212454545.45455","2733386363.63636","4490322209.43613","5389988636.36364","6042157279.4899","6489141791.04478","7481739130.43478","8625547309.83302","11091655933.7626","14356163069.5444","13479680196.802","13459198979.5918","12208637770.8978","11571638452.237","11598554157.4143","14070949367.0886","15884209864.1168","17767852510.209","19664089383.1305","24815116079.1058","25647743503.4586","27828550232.3918","25002288941.736","25323011235.9551","31047568760.1118","33853424405.436","33000637713.7152","37510447365.3868","40098158121.8931","45265314484.3264","45460819435.2721","46734251399.4369","59993581082.0622","70338051175.0481","73342950866.2786","86649290414.9752","111629079024.746","128013758850.536","95289823664.4683","87352312996.7502","88702785566.1675","80641031646.2309","78049457029.6308","80151665961.044","64870128721.4433","63220752472.5305","73032851011.5037","87273446428.5278","85744667894.1803","74970361411.1924","104400555769.479",
"Grenada","GRD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","771604657.164109","890571013.670277","1084860511.26415","1044612228.42537","1322097103.07328","1759224024.63663","1392135648.86493","1912821607.01268","2484474826.30804","1656262408.28658","1562932891.76148","1381683741.64811","1137635815.03887","1220182123.38637","1240879007.70873","1384949165.42616","1533061444.80763","1502208770.88397","",
"Guatemala","GTM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","151700000","145300000","153500000","201200000","235000000","261100000","266100000","283600000","296600000","299000000","338500000","371100000","389500000","519100000","811400000","858000000","1204100000","1439000100","1655000100","1784400000","1963300000","2031500000","1628999900","1316999900","1434800000","1262260869.56522","1055296757.99087","1579400000","1720152709.92366","1890234375","1900441392.83963","2028674262.76124","2849959385.75794","2972637257.33754","3226457087.21658","3726925962.8954","3539822366.69293","4197706680.73948","5091730420.36782","5011108418.07374","5584222227.94724","7731195123.8134","8255070815.80731","8807734236.67343","10090008720.8205","11155024024.4174","12662799252.8872","14441181173.6802","15422485304.2328","12501367182.9053","15009492876.4675","17803241426.2594","18197178244.9959","18382944710.3146","19287363234.2671","18695372576.6839","18243806497.4539","19758179071.5715","21149529551.0161","21534749412.0857","19274928500.2007","27577153780.513",
"Guam","GUM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1616000000","1654000000","1785000000","1843000000","2079000000","2489000000","2673000000","2639000000","2719000000","2949000000","3037000000","3241000000","3339000000","3089000000","3036000000","3024000000","3257000000","3552000000","3383000000","3667000000",
"Guyana","GUY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","96949192.0900659","98465846.117949","87499270.8394097","81082657.6445196","104240797.99335","122941176.470588","137588235.294118","149588235.294118","126700000","138200000","152650000","154250000","167714285.714286","211523809.52381","288227272.727273","370625000","413560000","354360000","319960000","367200000","564840000","526500035.714286","337800000","316000000","224763157.894737","280627906.976744","268534883.72093","321836724.489796","281100010","279264716.911765","316708850.632911","419266355.09839","557463259.792166","595085540.706605","633450373.825018","696946829.577465","766890762.820513","820130867.76076","774285039.762422","726372197.440421","788833546.017651","759902155.553468","758240189.337319","739243194.313134","828486192.403212","905124012.507817","","","","","","","","","","","","","","","","",
"High income","HIC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","310482617659.576","345238914299.63","410673434321.921","558278740891.855","779693733850.762","803224842244.767","917875590104.582","1053090519516.11","1230308027126.29","1569572021926.11","1878171672531.27","1843524853975.49","1761025037081.35","1742969707021.44","1860054424591.9","1885846151046.9","2144379563912.39","2551519689804.07","2928486839395.97","3188793091868.78","3674611290780.64","3766543265778.73","4022720226279.26","3885308512498.37","4344187089631.1","5161455861478.43","5392973250992.28","5521006196761.22","5558690544873.52","5850894188046.3","6484295894708.29","6259452815599.75","6474556778183.52","7466787639255.48","8918942515506.09","9985602488064","11315268061839.8","12900141752462.1","14485704271514.9","11446323386403.5","13224390981191.4","15427115707166.4","15317853111152.6","15618372236366.4","16047255559189.4","14490445709659.3","14306833427584.3","15564090337813.6","16989896397250.3","16813548255272.1","15144589223143.1","18325796173554.1",
"Hong Kong SAR, China","HKG","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","1254129700.43431","1397230780.65259","1552024945.24667","1778091243.17903","1759685863.87435","1977998988.86003","2045585036.9726","2304810109.94067","2747800971.51109","3249058279.73615","3811504974.0811","4365051228.41848","6352472554.16302","7683838142.93664","7818122872.42665","10141697928.5598","12077005577.0056","15489036445.5452","19899254402.6226","25762544964.9324","28586942908.7721","27223018501.1285","27592908660.4636","32155666410.8468","33514915027.9817","39269027206.4383","51815652129.3102","66398923904.6887","73513762996.9615","83645022978.7671","100108734815.73","122484820298.168","136735870520.709","160442135500.233","189046381757.543","196722521753.746","209983596181.914","186279033736.589","178289784079.923","208787221480.645","200030132840.95","206139455564.246","228647454666.872","268978813559.322","300019672637.033","336798578748.165","371855051657.395","401811655622.335","364440775045.796","456013231735.571","519399152106.886","563915218400.289","609317560598.246","620474587637.508","598683144559.973","592696108112.286","641229533439.409","682055750462.461","639347362779.004","601495384932.708","733550403952.04",
"Honduras","HND","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","77300000","78100000","85600000","101400000","113100000","136400000","165400000","182700000","204500000","206200000","246600000","223000000","226500000","302000000","456000000","446000000","514500000","655500050","1234878272.6","1479471525.3","1795536832.4","1688328750.85","1293644183.95","1428646953.3","1688328750.85","1726447179.85","1712152768.95","1703417295.65","1824122245.83691","1943711271.51724","1934349590.61284","1896551789.64395","2118269211.8809","2344007289.63644","2590593425.93474","2888355828.98853","3165076342.90541","3548150098.85932","4090622570.16248","4310374703.83275","4773371696.56213","4939703297.83935","5128824427.66668","5609358882.00548","6832808887.57091","7560133387.8496","8414888437.27508","10082042434.2819","11719442651.742","8369540251.17623","10086959052.8761","12567100665.5354","13022905108.1416","12647245231.8486","12923205572.9206","13027942329.0742","12401112327.5673","13585423487.7869","14945211210.449","14579554032.2745","12038975831.8112","17639425899.4783",
"Heavily indebted poor countries (HIPC)","HPC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","29193964962.0434","32217052556.1924","32590012853.7038","32144722694.2099","35381261567.1938","39169908296.2555","34987372795.2261","34323142300.7083","34458775729.4432","40837320616.9026","44502287431.7271","45451154505.1822","49206693642.9092","49611032117.0059","51099760966.9077","50357469512.8959","56488151246.5574","65304370361.9435","78010444655.9504","94186223291.4057","109178218931.482","137581403035.504","169073125712.395","155358887455.798","184808149843.997","210511628952.834","228935491438.222","243083302637.798","242270083881.91","225350740962.552","216841990159.955","227997696846.717","250655944518.597","252762163143.987","217241148469.245","279168439025.587",
"Croatia","HRV","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8035884838.04257","8822310984.74115","10535919547.6625","9226203905.13824","8538618982.78541","8619892215.09397","9838370267.66547","12261062133.3766","16079129956.9965","18927337474.8549","20657189361.6272","23430854498.8041","27823407123.6706","32766664349.2679","23961865880.8475","22644809722.2465","25310859343.4211","23252266534.2338","24649159217.6896","25170287080.9313","22854787665.7328","23980583728.6211","27330576150.9146","31327536936.1402","31790992553.7328","27875871735.6208","36372788194.34",
