PROB_NAME,MACHINE,PROB_SIZE,ALG_TIME,TOTAL_TIME
SUM_VECTORS,CLUSTER,4,4.415006250000002e-08,0.00014311956951562502
SUM_VECTORS,CLUSTER,5,7.187370468750005e-08,0.000152068397625
SUM_VECTORS,CLUSTER,6,9.005314218750004e-08,0.0001342811165625
SUM_VECTORS,CLUSTER,7,1.6815979687500004e-07,0.000150117354421875
SUM_VECTORS,CLUSTER,8,2.723669296875e-07,0.00014368572914062502
SUM_VECTORS,CLUSTER,9,5.649260203125001e-07,0.000174146675203125
SUM_VECTORS,CLUSTER,10,1.4976610171875e-06,0.00018479073585937503
SUM_VECTORS,CLUSTER,11,4.6368603140625e-06,0.00026773377018714
SUM_VECTORS,CLUSTER,12,7.6839937453125e-06,0.000354160114593615
SUM_VECTORS,CLUSTER,13,1.5302411662500004e-05,0.0005193001770458269
SUM_VECTORS,CLUSTER,14,3.336173502186149e-05,0.00092152088099721
SUM_VECTORS,CLUSTER,15,6.485352011700301e-05,0.0017322264036537301
SUM_VECTORS,CLUSTER,16,0.00012225054916383302,0.00331554503474775
SUM_VECTORS,CLUSTER,17,0.00024521580992782805,0.00614490243932448
SUM_VECTORS,CLUSTER,18,0.0005353032761716591,0.01345631121013878
SUM_VECTORS,CLUSTER,19,0.0009264099160826098,0.021767332583528552
SUM_VECTORS,CLUSTER,20,0.0018243159025497838,0.0423495697114656
SUM_VECTORS,CLUSTER,21,0.0037332172866794133,0.08670127983074676
SUM_VECTORS,CLUSTER,22,0.006396573897365446,0.15132468657585638
SUM_VECTORS,CLUSTER,23,0.013135669628217012,0.30436555360471634
SUM_VECTORS,CLUSTER,24,0.02381060578663095,0.5750549471292165
SUM_VECTORS,CLUSTER,25,0.050560409528774816,1.1772467970484202
SUM_VECTORS,CLUSTER,26,0.09061747257152793,2.2803444653087803
SUM_VECTORS,CLUSTER,27,0.179819652495192,4.334544324525375
